points,position,wins,year,date,race_name,constructor
0,11,0,2016,2016-10-23,United States,Alfa Romeo
679,1,17,2016,2016-10-30,Mexican,Mercedes
427,2,2,2016,2016-10-30,Mexican,Red Bull
365,3,0,2016,2016-10-30,Mexican,Ferrari
145,4,0,2016,2016-10-30,Mexican,Aston Martin
136,5,0,2016,2016-10-30,Mexican,Williams
74,6,0,2016,2016-10-30,Mexican,McLaren
55,7,0,2016,2016-10-30,Mexican,AlphaTauri
29,8,0,2016,2016-10-30,Mexican,Haas F1 Team
8,9,0,2016,2016-10-30,Mexican,Alpine F1 Team
0,11,0,2016,2016-10-30,Mexican,Alfa Romeo
722,1,18,2016,2016-11-13,Brazilian,Mercedes
446,2,2,2016,2016-11-13,Brazilian,Red Bull
375,3,0,2016,2016-11-13,Brazilian,Ferrari
163,4,0,2016,2016-11-13,Brazilian,Aston Martin
136,5,0,2016,2016-11-13,Brazilian,Williams
75,6,0,2016,2016-11-13,Brazilian,McLaren
63,7,0,2016,2016-11-13,Brazilian,AlphaTauri
29,8,0,2016,2016-11-13,Brazilian,Haas F1 Team
8,9,0,2016,2016-11-13,Brazilian,Alpine F1 Team
2,10,0,2016,2016-11-13,Brazilian,Alfa Romeo
765,1,19,2016,2016-11-27,Abu Dhabi,Mercedes
468,2,2,2016,2016-11-27,Abu Dhabi,Red Bull
398,3,0,2016,2016-11-27,Abu Dhabi,Ferrari
173,4,0,2016,2016-11-27,Abu Dhabi,Aston Martin
138,5,0,2016,2016-11-27,Abu Dhabi,Williams
76,6,0,2016,2016-11-27,Abu Dhabi,McLaren
63,7,0,2016,2016-11-27,Abu Dhabi,AlphaTauri
29,8,0,2016,2016-11-27,Abu Dhabi,Haas F1 Team
8,9,0,2016,2016-11-27,Abu Dhabi,Alpine F1 Team
2,10,0,2016,2016-11-27,Abu Dhabi,Alfa Romeo
37,1,1,2017,2017-03-26,Australian,Ferrari
33,2,0,2017,2017-03-26,Australian,Mercedes
10,3,0,2017,2017-03-26,Australian,Red Bull
8,4,0,2017,2017-03-26,Australian,Williams
7,5,0,2017,2017-03-26,Australian,Aston Martin
6,6,0,2017,2017-03-26,Australian,AlphaTauri
0,7,0,2017,2017-03-26,Australian,Alpine F1 Team
0,8,0,2017,2017-03-26,Australian,Alfa Romeo
0,9,0,2017,2017-03-26,Australian,McLaren
0,10,0,2017,2017-03-26,Australian,Haas F1 Team
66,1,1,2017,2017-04-09,Chinese,Mercedes
65,2,1,2017,2017-04-09,Chinese,Ferrari
37,3,0,2017,2017-04-09,Chinese,Red Bull
12,4,0,2017,2017-04-09,Chinese,AlphaTauri
10,5,0,2017,2017-04-09,Chinese,Aston Martin
8,6,0,2017,2017-04-09,Chinese,Williams
4,7,0,2017,2017-04-09,Chinese,Haas F1 Team
0,8,0,2017,2017-04-09,Chinese,Alpine F1 Team
0,9,0,2017,2017-04-09,Chinese,Alfa Romeo
0,10,0,2017,2017-04-09,Chinese,McLaren
102,1,2,2017,2017-04-16,Bahrain,Ferrari
99,2,1,2017,2017-04-16,Bahrain,Mercedes
47,3,0,2017,2017-04-16,Bahrain,Red Bull
17,4,0,2017,2017-04-16,Bahrain,Aston Martin
16,5,0,2017,2017-04-16,Bahrain,Williams
12,6,0,2017,2017-04-16,Bahrain,AlphaTauri
8,7,0,2017,2017-04-16,Bahrain,Haas F1 Team
2,8,0,2017,2017-04-16,Bahrain,Alpine F1 Team
0,9,0,2017,2017-04-16,Bahrain,Alfa Romeo
0,10,0,2017,2017-04-16,Bahrain,McLaren
136,1,2,2017,2017-04-30,Russian,Mercedes
135,2,2,2017,2017-04-30,Russian,Ferrari
57,3,0,2017,2017-04-30,Russian,Red Bull
31,4,0,2017,2017-04-30,Russian,Aston Martin
18,5,0,2017,2017-04-30,Russian,Williams
13,6,0,2017,2017-04-30,Russian,AlphaTauri
8,7,0,2017,2017-04-30,Russian,Haas F1 Team
6,8,0,2017,2017-04-30,Russian,Alpine F1 Team
0,9,0,2017,2017-04-30,Russian,Alfa Romeo
0,10,0,2017,2017-04-30,Russian,McLaren
161,1,3,2017,2017-05-14,Spanish,Mercedes
153,2,2,2017,2017-05-14,Spanish,Ferrari
72,3,0,2017,2017-05-14,Spanish,Red Bull
53,4,0,2017,2017-05-14,Spanish,Aston Martin
21,5,0,2017,2017-05-14,Spanish,AlphaTauri
18,6,0,2017,2017-05-14,Spanish,Williams
14,7,0,2017,2017-05-14,Spanish,Alpine F1 Team
9,8,0,2017,2017-05-14,Spanish,Haas F1 Team
4,9,0,2017,2017-05-14,Spanish,Alfa Romeo
0,10,0,2017,2017-05-14,Spanish,McLaren
196,1,3,2017,2017-05-28,Monaco,Ferrari
179,2,3,2017,2017-05-28,Monaco,Mercedes
97,3,0,2017,2017-05-28,Monaco,Red Bull
53,4,0,2017,2017-05-28,Monaco,Aston Martin
29,5,0,2017,2017-05-28,Monaco,AlphaTauri
20,6,0,2017,2017-05-28,Monaco,Williams
14,7,0,2017,2017-05-28,Monaco,Alpine F1 Team
14,8,0,2017,2017-05-28,Monaco,Haas F1 Team
4,9,0,2017,2017-05-28,Monaco,Alfa Romeo
0,10,0,2017,2017-05-28,Monaco,McLaren
222,1,4,2017,2017-06-11,Canadian,Mercedes
214,2,3,2017,2017-06-11,Canadian,Ferrari
112,3,0,2017,2017-06-11,Canadian,Red Bull
71,4,0,2017,2017-06-11,Canadian,Aston Martin
29,5,0,2017,2017-06-11,Canadian,AlphaTauri
22,6,0,2017,2017-06-11,Canadian,Williams
18,7,0,2017,2017-06-11,Canadian,Alpine F1 Team
15,8,0,2017,2017-06-11,Canadian,Haas F1 Team
4,9,0,2017,2017-06-11,Canadian,Alfa Romeo
0,10,0,2017,2017-06-11,Canadian,McLaren
250,1,4,2017,2017-06-25,Azerbaijan,Mercedes
226,2,3,2017,2017-06-25,Azerbaijan,Ferrari
137,3,1,2017,2017-06-25,Azerbaijan,Red Bull
79,4,0,2017,2017-06-25,Azerbaijan,Aston Martin
37,5,0,2017,2017-06-25,Azerbaijan,Williams
33,6,0,2017,2017-06-25,Azerbaijan,AlphaTauri
21,7,0,2017,2017-06-25,Azerbaijan,Haas F1 Team
18,8,0,2017,2017-06-25,Azerbaijan,Alpine F1 Team
5,9,0,2017,2017-06-25,Azerbaijan,Alfa Romeo
2,10,0,2017,2017-06-25,Azerbaijan,McLaren
287,1,5,2017,2017-07-09,Austrian,Mercedes
254,2,3,2017,2017-07-09,Austrian,Ferrari
152,3,1,2017,2017-07-09,Austrian,Red Bull
89,4,0,2017,2017-07-09,Austrian,Aston Martin
40,5,0,2017,2017-07-09,Austrian,Williams
33,6,0,2017,2017-07-09,Austrian,AlphaTauri
29,7,0,2017,2017-07-09,Austrian,Haas F1 Team
18,8,0,2017,2017-07-09,Austrian,Alpine F1 Team
5,9,0,2017,2017-07-09,Austrian,Alfa Romeo
2,10,0,2017,2017-07-09,Austrian,McLaren
330,1,6,2017,2017-07-16,British,Mercedes
275,2,3,2017,2017-07-16,British,Ferrari
174,3,1,2017,2017-07-16,British,Red Bull
95,4,0,2017,2017-07-16,British,Aston Martin
41,5,0,2017,2017-07-16,British,Williams
33,6,0,2017,2017-07-16,British,AlphaTauri
29,7,0,2017,2017-07-16,British,Haas F1 Team
26,8,0,2017,2017-07-16,British,Alpine F1 Team
5,9,0,2017,2017-07-16,British,Alfa Romeo
2,10,0,2017,2017-07-16,British,McLaren
357,1,6,2017,2017-07-30,Hungarian,Mercedes
318,2,4,2017,2017-07-30,Hungarian,Ferrari
184,3,1,2017,2017-07-30,Hungarian,Red Bull
101,4,0,2017,2017-07-30,Hungarian,Aston Martin
41,5,0,2017,2017-07-30,Hungarian,Williams
39,6,0,2017,2017-07-30,Hungarian,AlphaTauri
29,7,0,2017,2017-07-30,Hungarian,Haas F1 Team
26,8,0,2017,2017-07-30,Hungarian,Alpine F1 Team
11,9,0,2017,2017-07-30,Hungarian,McLaren
5,10,0,2017,2017-07-30,Hungarian,Alfa Romeo
392,1,7,2017,2017-08-27,Belgian,Mercedes
348,2,4,2017,2017-08-27,Belgian,Ferrari
199,3,1,2017,2017-08-27,Belgian,Red Bull
103,4,0,2017,2017-08-27,Belgian,Aston Martin
45,5,0,2017,2017-08-27,Belgian,Williams
40,6,0,2017,2017-08-27,Belgian,AlphaTauri
35,7,0,2017,2017-08-27,Belgian,Haas F1 Team
34,8,0,2017,2017-08-27,Belgian,Alpine F1 Team
11,9,0,2017,2017-08-27,Belgian,McLaren
5,10,0,2017,2017-08-27,Belgian,Alfa Romeo
435,1,8,2017,2017-09-03,Italian,Mercedes
373,2,4,2017,2017-09-03,Italian,Ferrari
212,3,1,2017,2017-09-03,Italian,Red Bull
113,4,0,2017,2017-09-03,Italian,Aston Martin
55,5,0,2017,2017-09-03,Italian,Williams
40,6,0,2017,2017-09-03,Italian,AlphaTauri
35,7,0,2017,2017-09-03,Italian,Haas F1 Team
34,8,0,2017,2017-09-03,Italian,Alpine F1 Team
11,9,0,2017,2017-09-03,Italian,McLaren
5,10,0,2017,2017-09-03,Italian,Alfa Romeo
475,1,9,2017,2017-09-17,Singapore,Mercedes
373,2,4,2017,2017-09-17,Singapore,Ferrari
230,3,1,2017,2017-09-17,Singapore,Red Bull
124,4,0,2017,2017-09-17,Singapore,Aston Martin
59,5,0,2017,2017-09-17,Singapore,Williams
52,6,0,2017,2017-09-17,Singapore,AlphaTauri
42,7,0,2017,2017-09-17,Singapore,Alpine F1 Team
37,8,0,2017,2017-09-17,Singapore,Haas F1 Team
17,9,0,2017,2017-09-17,Singapore,McLaren
5,10,0,2017,2017-09-17,Singapore,Alfa Romeo
503,1,9,2017,2017-10-01,Malaysian,Mercedes
385,2,4,2017,2017-10-01,Malaysian,Ferrari
270,3,2,2017,2017-10-01,Malaysian,Red Bull
133,4,0,2017,2017-10-01,Malaysian,Aston Martin
65,5,0,2017,2017-10-01,Malaysian,Williams
52,6,0,2017,2017-10-01,Malaysian,AlphaTauri
42,7,0,2017,2017-10-01,Malaysian,Alpine F1 Team
37,8,0,2017,2017-10-01,Malaysian,Haas F1 Team
23,9,0,2017,2017-10-01,Malaysian,McLaren
5,10,0,2017,2017-10-01,Malaysian,Alfa Romeo
540,1,10,2017,2017-10-08,Japanese,Mercedes
395,2,4,2017,2017-10-08,Japanese,Ferrari
303,3,2,2017,2017-10-08,Japanese,Red Bull
147,4,0,2017,2017-10-08,Japanese,Aston Martin
66,5,0,2017,2017-10-08,Japanese,Williams
52,6,0,2017,2017-10-08,Japanese,AlphaTauri
43,7,0,2017,2017-10-08,Japanese,Haas F1 Team
42,8,0,2017,2017-10-08,Japanese,Alpine F1 Team
23,9,0,2017,2017-10-08,Japanese,McLaren
5,10,0,2017,2017-10-08,Japanese,Alfa Romeo
575,1,11,2017,2017-10-22,United States,Mercedes
428,2,4,2017,2017-10-22,United States,Ferrari
315,3,2,2017,2017-10-22,United States,Red Bull
159,4,0,2017,2017-10-22,United States,Aston Martin
68,5,0,2017,2017-10-22,United States,Williams
53,6,0,2017,2017-10-22,United States,AlphaTauri
48,7,0,2017,2017-10-22,United States,Alpine F1 Team
43,8,0,2017,2017-10-22,United States,Haas F1 Team
23,9,0,2017,2017-10-22,United States,McLaren
5,10,0,2017,2017-10-22,United States,Alfa Romeo
595,1,11,2017,2017-10-29,Mexican,Mercedes
455,2,4,2017,2017-10-29,Mexican,Ferrari
340,3,3,2017,2017-10-29,Mexican,Red Bull
175,4,0,2017,2017-10-29,Mexican,Aston Martin
76,5,0,2017,2017-10-29,Mexican,Williams
53,6,0,2017,2017-10-29,Mexican,AlphaTauri
48,7,0,2017,2017-10-29,Mexican,Alpine F1 Team
47,8,0,2017,2017-10-29,Mexican,Haas F1 Team
24,9,0,2017,2017-10-29,Mexican,McLaren
5,10,0,2017,2017-10-29,Mexican,Alfa Romeo
625,1,11,2017,2017-11-12,Brazilian,Mercedes
495,2,5,2017,2017-11-12,Brazilian,Ferrari
358,3,3,2017,2017-11-12,Brazilian,Red Bull
177,4,0,2017,2017-11-12,Brazilian,Aston Martin
82,5,0,2017,2017-11-12,Brazilian,Williams
53,6,0,2017,2017-11-12,Brazilian,AlphaTauri
49,7,0,2017,2017-11-12,Brazilian,Alpine F1 Team
47,8,0,2017,2017-11-12,Brazilian,Haas F1 Team
28,9,0,2017,2017-11-12,Brazilian,McLaren
5,10,0,2017,2017-11-12,Brazilian,Alfa Romeo
668,1,12,2017,2017-11-26,Abu Dhabi,Mercedes
522,2,5,2017,2017-11-26,Abu Dhabi,Ferrari
368,3,3,2017,2017-11-26,Abu Dhabi,Red Bull
187,4,0,2017,2017-11-26,Abu Dhabi,Aston Martin
83,5,0,2017,2017-11-26,Abu Dhabi,Williams
57,6,0,2017,2017-11-26,Abu Dhabi,Alpine F1 Team
53,7,0,2017,2017-11-26,Abu Dhabi,AlphaTauri
47,8,0,2017,2017-11-26,Abu Dhabi,Haas F1 Team
30,9,0,2017,2017-11-26,Abu Dhabi,McLaren
5,10,0,2017,2017-11-26,Abu Dhabi,Alfa Romeo
40,1,1,2018,2018-03-25,Australian,Ferrari
22,2,0,2018,2018-03-25,Australian,Mercedes
20,3,0,2018,2018-03-25,Australian,Red Bull
12,4,0,2018,2018-03-25,Australian,McLaren
7,5,0,2018,2018-03-25,Australian,Alpine F1 Team
0,6,0,2018,2018-03-25,Australian,Aston Martin
0,7,0,2018,2018-03-25,Australian,Alfa Romeo
0,8,0,2018,2018-03-25,Australian,Williams
0,9,0,2018,2018-03-25,Australian,AlphaTauri
0,10,0,2018,2018-03-25,Australian,Haas F1 Team
65,1,2,2018,2018-04-08,Bahrain,Ferrari
55,2,0,2018,2018-04-08,Bahrain,Mercedes
22,3,0,2018,2018-04-08,Bahrain,McLaren
20,4,0,2018,2018-04-08,Bahrain,Red Bull
15,5,0,2018,2018-04-08,Bahrain,Alpine F1 Team
12,6,0,2018,2018-04-08,Bahrain,AlphaTauri
10,7,0,2018,2018-04-08,Bahrain,Haas F1 Team
2,8,0,2018,2018-04-08,Bahrain,Alfa Romeo
1,9,0,2018,2018-04-08,Bahrain,Aston Martin
0,10,0,2018,2018-04-08,Bahrain,Williams
85,1,0,2018,2018-04-15,Chinese,Mercedes
84,2,2,2018,2018-04-15,Chinese,Ferrari
55,3,1,2018,2018-04-15,Chinese,Red Bull
28,4,0,2018,2018-04-15,Chinese,McLaren
25,5,0,2018,2018-04-15,Chinese,Alpine F1 Team
12,6,0,2018,2018-04-15,Chinese,AlphaTauri
11,7,0,2018,2018-04-15,Chinese,Haas F1 Team
2,8,0,2018,2018-04-15,Chinese,Alfa Romeo
1,9,0,2018,2018-04-15,Chinese,Aston Martin
0,10,0,2018,2018-04-15,Chinese,Williams
114,1,2,2018,2018-04-29,Azerbaijan,Ferrari
110,2,1,2018,2018-04-29,Azerbaijan,Mercedes
55,3,1,2018,2018-04-29,Azerbaijan,Red Bull
36,4,0,2018,2018-04-29,Azerbaijan,McLaren
35,5,0,2018,2018-04-29,Azerbaijan,Alpine F1 Team
16,6,0,2018,2018-04-29,Azerbaijan,Aston Martin
13,7,0,2018,2018-04-29,Azerbaijan,AlphaTauri
11,8,0,2018,2018-04-29,Azerbaijan,Haas F1 Team
10,9,0,2018,2018-04-29,Azerbaijan,Alfa Romeo
4,10,0,2018,2018-04-29,Azerbaijan,Williams
153,1,2,2018,2018-05-13,Spanish,Mercedes
126,2,2,2018,2018-05-13,Spanish,Ferrari
80,3,1,2018,2018-05-13,Spanish,Red Bull
41,4,0,2018,2018-05-13,Spanish,Alpine F1 Team
40,5,0,2018,2018-05-13,Spanish,McLaren
19,6,0,2018,2018-05-13,Spanish,Haas F1 Team
18,7,0,2018,2018-05-13,Spanish,Aston Martin
13,8,0,2018,2018-05-13,Spanish,AlphaTauri
11,9,0,2018,2018-05-13,Spanish,Alfa Romeo
4,10,0,2018,2018-05-13,Spanish,Williams
178,1,2,2018,2018-05-27,Monaco,Mercedes
156,2,2,2018,2018-05-27,Monaco,Ferrari
107,3,2,2018,2018-05-27,Monaco,Red Bull
46,4,0,2018,2018-05-27,Monaco,Alpine F1 Team
40,5,0,2018,2018-05-27,Monaco,McLaren
26,6,0,2018,2018-05-27,Monaco,Aston Martin
19,7,0,2018,2018-05-27,Monaco,AlphaTauri
19,8,0,2018,2018-05-27,Monaco,Haas F1 Team
11,9,0,2018,2018-05-27,Monaco,Alfa Romeo
4,10,0,2018,2018-05-27,Monaco,Williams
206,1,2,2018,2018-06-10,Canadian,Mercedes
189,2,3,2018,2018-06-10,Canadian,Ferrari
134,3,2,2018,2018-06-10,Canadian,Red Bull
56,4,0,2018,2018-06-10,Canadian,Alpine F1 Team
40,5,0,2018,2018-06-10,Canadian,McLaren
28,6,0,2018,2018-06-10,Canadian,Aston Martin
19,7,0,2018,2018-06-10,Canadian,AlphaTauri
19,8,0,2018,2018-06-10,Canadian,Haas F1 Team
12,9,0,2018,2018-06-10,Canadian,Alfa Romeo
4,10,0,2018,2018-06-10,Canadian,Williams
237,1,3,2018,2018-06-24,French,Mercedes
214,2,3,2018,2018-06-24,French,Ferrari
164,3,2,2018,2018-06-24,French,Red Bull
62,4,0,2018,2018-06-24,French,Alpine F1 Team
40,5,0,2018,2018-06-24,French,McLaren
28,6,0,2018,2018-06-24,French,Aston Martin
27,7,0,2018,2018-06-24,French,Haas F1 Team
19,8,0,2018,2018-06-24,French,AlphaTauri
13,9,0,2018,2018-06-24,French,Alfa Romeo
4,10,0,2018,2018-06-24,French,Williams
247,1,3,2018,2018-07-01,Austrian,Ferrari
237,2,3,2018,2018-07-01,Austrian,Mercedes
189,3,3,2018,2018-07-01,Austrian,Red Bull
62,4,0,2018,2018-07-01,Austrian,Alpine F1 Team
49,5,0,2018,2018-07-01,Austrian,Haas F1 Team
44,6,0,2018,2018-07-01,Austrian,McLaren
42,7,0,2018,2018-07-01,Austrian,Aston Martin
19,8,0,2018,2018-07-01,Austrian,AlphaTauri
16,9,0,2018,2018-07-01,Austrian,Alfa Romeo
4,10,0,2018,2018-07-01,Austrian,Williams
287,1,4,2018,2018-07-08,British,Ferrari
267,2,3,2018,2018-07-08,British,Mercedes
199,3,3,2018,2018-07-08,British,Red Bull
70,4,0,2018,2018-07-08,British,Alpine F1 Team
51,5,0,2018,2018-07-08,British,Haas F1 Team
49,6,0,2018,2018-07-08,British,Aston Martin
48,7,0,2018,2018-07-08,British,McLaren
19,8,0,2018,2018-07-08,British,AlphaTauri
16,9,0,2018,2018-07-08,British,Alfa Romeo
4,10,0,2018,2018-07-08,British,Williams
310,1,4,2018,2018-07-22,German,Mercedes
302,2,4,2018,2018-07-22,German,Ferrari
211,3,3,2018,2018-07-22,German,Red Bull
80,4,0,2018,2018-07-22,German,Alpine F1 Team
59,5,0,2018,2018-07-22,German,Aston Martin
59,6,0,2018,2018-07-22,German,Haas F1 Team
48,7,0,2018,2018-07-22,German,McLaren
20,8,0,2018,2018-07-22,German,AlphaTauri
18,9,0,2018,2018-07-22,German,Alfa Romeo
4,10,0,2018,2018-07-22,German,Williams
345,1,5,2018,2018-07-29,Hungarian,Mercedes
335,2,4,2018,2018-07-29,Hungarian,Ferrari
223,3,3,2018,2018-07-29,Hungarian,Red Bull
82,4,0,2018,2018-07-29,Hungarian,Alpine F1 Team
66,5,0,2018,2018-07-29,Hungarian,Haas F1 Team
59,6,0,2018,2018-07-29,Hungarian,Aston Martin
52,7,0,2018,2018-07-29,Hungarian,McLaren
28,8,0,2018,2018-07-29,Hungarian,AlphaTauri
18,9,0,2018,2018-07-29,Hungarian,Alfa Romeo
4,10,0,2018,2018-07-29,Hungarian,Williams
375,1,5,2018,2018-08-26,Belgian,Mercedes
360,2,5,2018,2018-08-26,Belgian,Ferrari
238,3,3,2018,2018-08-26,Belgian,Red Bull
82,4,0,2018,2018-08-26,Belgian,Alpine F1 Team
76,5,0,2018,2018-08-26,Belgian,Haas F1 Team
52,6,0,2018,2018-08-26,Belgian,McLaren
30,7,0,2018,2018-08-26,Belgian,AlphaTauri
19,8,0,2018,2018-08-26,Belgian,Alfa Romeo
18,9,0,2018,2018-08-26,Belgian,Aston Martin
4,10,0,2018,2018-08-26,Belgian,Williams
415,1,6,2018,2018-09-02,Italian,Mercedes
390,2,5,2018,2018-09-02,Italian,Ferrari
248,3,3,2018,2018-09-02,Italian,Red Bull
86,4,0,2018,2018-09-02,Italian,Alpine F1 Team
76,5,0,2018,2018-09-02,Italian,Haas F1 Team
52,6,0,2018,2018-09-02,Italian,McLaren
32,7,0,2018,2018-09-02,Italian,Aston Martin
30,8,0,2018,2018-09-02,Italian,AlphaTauri
19,9,0,2018,2018-09-02,Italian,Alfa Romeo
7,10,0,2018,2018-09-02,Italian,Williams
452,1,7,2018,2018-09-16,Singapore,Mercedes
415,2,5,2018,2018-09-16,Singapore,Ferrari
274,3,3,2018,2018-09-16,Singapore,Red Bull
91,4,0,2018,2018-09-16,Singapore,Alpine F1 Team
76,5,0,2018,2018-09-16,Singapore,Haas F1 Team
58,6,0,2018,2018-09-16,Singapore,McLaren
32,7,0,2018,2018-09-16,Singapore,Aston Martin
30,8,0,2018,2018-09-16,Singapore,AlphaTauri
21,9,0,2018,2018-09-16,Singapore,Alfa Romeo
7,10,0,2018,2018-09-16,Singapore,Williams
495,1,8,2018,2018-09-30,Russian,Mercedes
442,2,5,2018,2018-09-30,Russian,Ferrari
292,3,3,2018,2018-09-30,Russian,Red Bull
91,4,0,2018,2018-09-30,Russian,Alpine F1 Team
80,5,0,2018,2018-09-30,Russian,Haas F1 Team
58,6,0,2018,2018-09-30,Russian,McLaren
35,7,0,2018,2018-09-30,Russian,Aston Martin
30,8,0,2018,2018-09-30,Russian,AlphaTauri
27,9,0,2018,2018-09-30,Russian,Alfa Romeo
7,10,0,2018,2018-09-30,Russian,Williams
538,1,9,2018,2018-10-07,Japanese,Mercedes
460,2,5,2018,2018-10-07,Japanese,Ferrari
319,3,3,2018,2018-10-07,Japanese,Red Bull
92,4,0,2018,2018-10-07,Japanese,Alpine F1 Team
84,5,0,2018,2018-10-07,Japanese,Haas F1 Team
58,6,0,2018,2018-10-07,Japanese,McLaren
43,7,0,2018,2018-10-07,Japanese,Aston Martin
30,8,0,2018,2018-10-07,Japanese,AlphaTauri
27,9,0,2018,2018-10-07,Japanese,Alfa Romeo
7,10,0,2018,2018-10-07,Japanese,Williams
563,1,9,2018,2018-10-21,United States,Mercedes
497,2,6,2018,2018-10-21,United States,Ferrari
337,3,3,2018,2018-10-21,United States,Red Bull
106,4,0,2018,2018-10-21,United States,Alpine F1 Team
84,5,0,2018,2018-10-21,United States,Haas F1 Team
58,6,0,2018,2018-10-21,United States,McLaren
47,7,0,2018,2018-10-21,United States,Aston Martin
32,8,0,2018,2018-10-21,United States,AlphaTauri
28,9,0,2018,2018-10-21,United States,Alfa Romeo
7,10,0,2018,2018-10-21,United States,Williams
585,1,9,2018,2018-10-28,Mexican,Mercedes
530,2,6,2018,2018-10-28,Mexican,Ferrari
362,3,4,2018,2018-10-28,Mexican,Red Bull
114,4,0,2018,2018-10-28,Mexican,Alpine F1 Team
84,5,0,2018,2018-10-28,Mexican,Haas F1 Team
62,6,0,2018,2018-10-28,Mexican,McLaren
47,7,0,2018,2018-10-28,Mexican,Aston Martin
36,8,0,2018,2018-10-28,Mexican,Alfa Romeo
33,9,0,2018,2018-10-28,Mexican,AlphaTauri
7,10,0,2018,2018-10-28,Mexican,Williams
620,1,10,2018,2018-11-11,Brazilian,Mercedes
553,2,6,2018,2018-11-11,Brazilian,Ferrari
392,3,4,2018,2018-11-11,Brazilian,Red Bull
114,4,0,2018,2018-11-11,Brazilian,Alpine F1 Team
90,5,0,2018,2018-11-11,Brazilian,Haas F1 Team
62,6,0,2018,2018-11-11,Brazilian,McLaren
48,7,0,2018,2018-11-11,Brazilian,Aston Martin
42,8,0,2018,2018-11-11,Brazilian,Alfa Romeo
33,9,0,2018,2018-11-11,Brazilian,AlphaTauri
7,10,0,2018,2018-11-11,Brazilian,Williams
655,1,11,2018,2018-11-25,Abu Dhabi,Mercedes
571,2,6,2018,2018-11-25,Abu Dhabi,Ferrari
419,3,4,2018,2018-11-25,Abu Dhabi,Red Bull
122,4,0,2018,2018-11-25,Abu Dhabi,Alpine F1 Team
93,5,0,2018,2018-11-25,Abu Dhabi,Haas F1 Team
62,6,0,2018,2018-11-25,Abu Dhabi,McLaren
52,7,0,2018,2018-11-25,Abu Dhabi,Aston Martin
48,8,0,2018,2018-11-25,Abu Dhabi,Alfa Romeo
33,9,0,2018,2018-11-25,Abu Dhabi,AlphaTauri
7,10,0,2018,2018-11-25,Abu Dhabi,Williams
44,1,1,2019,2019-03-17,Australian,Mercedes
22,2,0,2019,2019-03-17,Australian,Ferrari
15,3,0,2019,2019-03-17,Australian,Red Bull
8,4,0,2019,2019-03-17,Australian,Haas F1 Team
6,5,0,2019,2019-03-17,Australian,Alpine F1 Team
4,6,0,2019,2019-03-17,Australian,Alfa Romeo
2,7,0,2019,2019-03-17,Australian,Aston Martin
1,8,0,2019,2019-03-17,Australian,AlphaTauri
0,9,0,2019,2019-03-17,Australian,McLaren
0,10,0,2019,2019-03-17,Australian,Williams
87,1,2,2019,2019-03-31,Bahrain,Mercedes
48,2,0,2019,2019-03-31,Bahrain,Ferrari
31,3,0,2019,2019-03-31,Bahrain,Red Bull
10,4,0,2019,2019-03-31,Bahrain,Alfa Romeo
8,5,0,2019,2019-03-31,Bahrain,McLaren
8,6,0,2019,2019-03-31,Bahrain,Haas F1 Team
6,7,0,2019,2019-03-31,Bahrain,Alpine F1 Team
3,8,0,2019,2019-03-31,Bahrain,AlphaTauri
3,9,0,2019,2019-03-31,Bahrain,Aston Martin
0,10,0,2019,2019-03-31,Bahrain,Williams
130,1,3,2019,2019-04-14,Chinese,Mercedes
73,2,0,2019,2019-04-14,Chinese,Ferrari
52,3,0,2019,2019-04-14,Chinese,Red Bull
12,4,0,2019,2019-04-14,Chinese,Alpine F1 Team
12,5,0,2019,2019-04-14,Chinese,Alfa Romeo
8,6,0,2019,2019-04-14,Chinese,Haas F1 Team
8,7,0,2019,2019-04-14,Chinese,McLaren
7,8,0,2019,2019-04-14,Chinese,Aston Martin
4,9,0,2019,2019-04-14,Chinese,AlphaTauri
0,10,0,2019,2019-04-14,Chinese,Williams
173,1,4,2019,2019-04-28,Azerbaijan,Mercedes
99,2,0,2019,2019-04-28,Azerbaijan,Ferrari
64,3,0,2019,2019-04-28,Azerbaijan,Red Bull
18,4,0,2019,2019-04-28,Azerbaijan,McLaren
17,5,0,2019,2019-04-28,Azerbaijan,Aston Martin
13,6,0,2019,2019-04-28,Azerbaijan,Alfa Romeo
12,7,0,2019,2019-04-28,Azerbaijan,Alpine F1 Team
8,8,0,2019,2019-04-28,Azerbaijan,Haas F1 Team
4,9,0,2019,2019-04-28,Azerbaijan,AlphaTauri
0,10,0,2019,2019-04-28,Azerbaijan,Williams
217,1,5,2019,2019-05-12,Spanish,Mercedes
121,2,0,2019,2019-05-12,Spanish,Ferrari
87,3,0,2019,2019-05-12,Spanish,Red Bull
22,4,0,2019,2019-05-12,Spanish,McLaren
17,5,0,2019,2019-05-12,Spanish,Aston Martin
15,6,0,2019,2019-05-12,Spanish,Haas F1 Team
13,7,0,2019,2019-05-12,Spanish,Alfa Romeo
12,8,0,2019,2019-05-12,Spanish,Alpine F1 Team
6,9,0,2019,2019-05-12,Spanish,AlphaTauri
0,10,0,2019,2019-05-12,Spanish,Williams
257,1,6,2019,2019-05-26,Monaco,Mercedes
139,2,0,2019,2019-05-26,Monaco,Ferrari
110,3,0,2019,2019-05-26,Monaco,Red Bull
30,4,0,2019,2019-05-26,Monaco,McLaren
17,5,0,2019,2019-05-26,Monaco,Aston Martin
